% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.098800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.119399236e+07 +4.119362838e+07 +4.119362838e+07 -4.0025e+00 +4.7472e+00 -4.2039e+00
2 0 +3.234164738e+07 +3.234128340e+07 +3.234128340e+07 -6.7199e-01 +3.7844e+00 -3.3827e+00
3 0 +2.355784568e+07 +2.355748170e+07 +2.355748170e+07 +4.1752e+00 +1.7376e-01 -2.3297e+00
4 0 +1.776683465e+05 +1.773043665e+05 +1.773043665e+05 -2.2410e-01 -3.6009e+00 +2.9990e+00
27 0 +5.260993406e+04 +5.224595406e+04 +5.224595406e+04 -4.2043e+00 -4.1574e+00 +2.6837e+00
310 0 +4.089349980e+04 +4.052951980e+04 +4.052951980e+04 -2.2410e-01 -3.6009e+00 +2.6179e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.865000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.382610468e+05 +5.382423968e+05 +5.382423968e+05 -4.5906e-01 +3.8893e+00 -1.7764e+00
5 0 +2.665070027e+05 +2.664883527e+05 +2.664883527e+05 +3.5821e+00 +3.7955e+00 -2.9533e+00
8 0 +3.612205134e+04 +3.610340134e+04 +3.610340134e+04 +6.0133e-01 -2.2998e+00 -2.2931e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.749200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.061283514e+07 +1.061301006e+07 +1.061301006e+07 +3.9338e+00 -4.3720e+00 -5.9020e-02
2 0 +2.758404904e+04 +2.775896904e+04 +2.775896904e+04 +4.1599e+00 -7.6203e-01 -3.5628e+00
7 0 +1.287129872e+04 +1.304621872e+04 +1.304621872e+04 +4.3860e+00 +1.1230e+00 -3.4819e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.659600000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.266659630e+06 +6.266093670e+06 +6.266093670e+06 -3.6287e+00 -4.7991e+00 -4.7274e+00
4 0 +4.494852559e+06 +4.494286599e+06 +4.494286599e+06 +3.5397e+00 -4.7029e+00 -4.2729e+00
9 0 +1.263888779e+06 +1.263322819e+06 +1.263322819e+06 +4.6704e+00 +3.2647e+00 -3.2286e+00
20 0 +8.864463070e+04 +8.807867070e+04 +8.807867070e+04 -2.2534e+00 -2.0369e+00 -1.8620e+00
29 0 +1.635354144e+03 +1.069394144e+03 +1.069394144e+03 +2.0633e+00 +1.9664e-02 -2.1819e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.095000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.458170464e+06 +3.458241414e+06 +3.458241414e+06 +3.1739e+00 +2.4986e+00 -3.8997e+00
2 0 +3.664242628e+05 +3.664952128e+05 +3.664952128e+05 -2.0758e+00 +2.1814e+00 -2.7839e+00
13 0 +1.041677165e+05 +1.042386665e+05 +1.042386665e+05 +4.1850e+00 -3.9666e+00 -1.8501e+00
38 0 +5.217546178e+04 +5.224641178e+04 +5.224641178e+04 -1.0326e+00 -4.3155e+00 -2.2761e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.728000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.438528108e+06 +1.438575388e+06 +1.438575388e+06 -2.6566e+00 +3.5696e+00 +4.3749e+00
11 0 +5.168160595e+05 +5.168633395e+05 +5.168633395e+05 -3.1504e+00 +1.8868e+00 +2.4951e+00
22 0 +1.440862105e+05 +1.441334905e+05 +1.441334905e+05 -1.6548e+00 +3.9643e+00 +3.6190e+00
32 0 +4.014846490e+04 +4.019574490e+04 +4.019574490e+04 -4.4474e+00 +4.4318e-01 +3.0808e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.688800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
