%
% index = 3250, name = bbob_f017_i02_d40__bbob_f020_i04_d40
% instance = 1, reference value = 9.620724012994331e-01
% function evaluation | indicator value | target hit
1	2.958758173476526e+15	3.019951720402019e+15
3	5.277106941407313e+09	5.370317963702533e+09
4	8.637160091170392e+08	8.709635899560796e+08
5	4.162826354622775e+08	4.168693834703346e+08
7	4.777172567994614e+07	4.786300923226380e+07
11	5.481389483370556e+06	5.495408738576248e+06
21	7.088030447766544e+04	7.244359600749906e+04
40	5.625288236747903e+04	5.754399373371567e+04
81	5.625288236747903e+04	5.754399373371567e+04
%
% index = 3251, name = bbob_f017_i03_d40__bbob_f020_i05_d40
% instance = 2, reference value = 9.710536684234430e-01
% function evaluation | indicator value | target hit
1	1.954810923653887e+14	1.995262314968883e+14
2	3.941245637016265e+06	3.981071705534969e+06
9	3.327862191700222e+05	3.388441561392028e+05
31	2.090710526321461e+05	2.137962089502233e+05
51	8.540497605805031e+04	8.709635899560814e+04
81	8.540497605805031e+04	8.709635899560814e+04
%
% index = 3252, name = bbob_f017_i07_d40__bbob_f020_i08_d40
% instance = 3, reference value = 9.768319582472200e-01
% function evaluation | indicator value | target hit
1	3.030437460311094e+13	3.090295432513592e+13
2	2.705378650142708e+07	2.754228703338169e+07
4	1.819253637441884e+06	1.819700858609983e+06
12	8.157401198859895e+05	8.317637711026708e+05
40	6.386555496758121e+05	6.456542290346549e+05
41	1.394016544647979e+05	1.412537544622755e+05
81	1.394016544647979e+05	1.412537544622755e+05
%
% index = 3253, name = bbob_f017_i09_d40__bbob_f020_i10_d40
% instance = 4, reference value = 9.877570247048720e-01
% function evaluation | indicator value | target hit
1	1.122809616915222e+19	1.148153621496879e+19
2	5.244063686235159e+11	5.248074602497734e+11
3	6.471514685610370e+06	6.606934480075965e+06
12	6.126665463551435e+06	6.165950018614822e+06
15	4.691909436946049e+06	4.786300923226381e+06
18	9.688356532271645e+05	9.772372209558112e+05
26	5.256618190062512e+04	5.370317963702533e+04
76	3.443074634996348e+04	3.467368504525317e+04
81	3.443074634996348e+04	3.467368504525317e+04
%
% index = 3254, name = bbob_f017_i11_d40__bbob_f020_i12_d40
% instance = 5, reference value = 9.807946372681180e-01
% function evaluation | indicator value | target hit
1	4.777224669858921e+12	4.786300923226380e+12
2	2.318094514869954e+09	2.344228815319918e+09
3	2.581986412129165e+06	2.630267991895381e+06
27	8.862540408501554e+05	8.912509381337459e+05
29	6.948110512968289e+05	7.079457843841374e+05
41	7.022653830067189e+04	7.079457843841374e+04
81	7.022653830067189e+04	7.079457843841374e+04
%
% index = 3255, name = bbob_f017_i13_d40__bbob_f020_i14_d40
% instance = 6, reference value = 9.763894642644350e-01
% function evaluation | indicator value | target hit
1	2.490584453408808e+13	2.511886431509582e+13
2	7.837046548847890e+08	7.943282347242821e+08
3	8.683888969358478e+07	8.709635899560814e+07
4	5.504240258702407e+06	5.623413251903491e+06
13	3.966579346329565e+06	3.981071705534969e+06
46	4.759402512989587e+05	4.786300923226380e+05
47	6.845711648349653e+04	6.918309709189362e+04
81	6.845711648349653e+04	6.918309709189362e+04
%
% index = 3256, name = bbob_f017_i15_d40__bbob_f020_i16_d40
% instance = 7, reference value = 9.662461445848980e-01
% function evaluation | indicator value | target hit
1	5.383199154032231e+11	5.495408738576248e+11
2	7.274920850565729e+08	7.413102413009162e+08
4	4.572569432030255e+08	4.677351412871981e+08
10	2.321359456792259e+08	2.344228815319918e+08
13	1.235176802275100e+08	1.258925411794166e+08
15	5.771004242662336e+07	5.888436553555884e+07
18	3.221987469181711e+06	3.235936569296281e+06
23	2.074769337982878e+06	2.089296130854041e+06
28	3.374084659766131e+05	3.388441561392028e+05
62	4.273454053655604e+04	4.365158322401656e+04
81	4.273454053655604e+04	4.365158322401656e+04
%
% index = 3257, name = bbob_f017_i17_d40__bbob_f020_i18_d40
% instance = 8, reference value = 9.628223822533010e-01
% function evaluation | indicator value | target hit
1	2.771795974715522e+08	2.818382931264449e+08
2	5.882508222819506e+05	5.888436553555884e+05
81	5.882508222819506e+05	5.888436553555884e+05
%
% index = 3258, name = bbob_f017_i19_d40__bbob_f020_i21_d40
% instance = 9, reference value = 9.044885204509460e-01
% function evaluation | indicator value | target hit
1	8.604884432657778e+16	8.709635899560832e+16
2	9.007066286214363e+09	9.120108393559114e+09
4	4.805461927169204e+07	4.897788193684466e+07
10	3.672334823643644e+06	3.715352290971728e+06
14	1.031931912928596e+06	1.047128548050898e+06
29	7.556607053477796e+04	7.585775750291836e+04
81	7.556607053477796e+04	7.585775750291836e+04
%
% index = 3259, name = bbob_f017_i21_d40__bbob_f020_i22_d40
% instance = 10, reference value = 9.727308792740010e-01
% function evaluation | indicator value | target hit
1	2.210500801136722e+14	2.238721138568338e+14
2	3.671744904986007e+07	3.715352290971728e+07
9	8.568927951152051e+06	8.709635899560815e+06
13	4.182821246078342e+06	4.265795188015926e+06
14	6.161654957664262e+05	6.165950018614822e+05
19	1.076016451170471e+05	1.096478196143185e+05
23	1.019661488051414e+05	1.023292992280754e+05
77	9.507561146802452e+04	9.549925860214369e+04
81	9.507561146802452e+04	9.549925860214369e+04
