% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
2 0 +5.559796358e+07 +5.559789521e+07 +5.559789521e+07 -3.1773e-02 -2.5797e-01 -1.0991e+00 -1.6296e+00 +2.3242e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.548000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.701254404e+07 +4.701248856e+07 +4.701248856e+07 -6.7078e-01 +8.4067e-01 +4.3935e-01 +9.2373e-01 -1.3994e+00
3 0 +4.375706913e+07 +4.375701365e+07 +4.375701365e+07 +2.5736e-01 +1.2125e+00 +3.8850e-01 -4.5504e-02 +1.1359e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.349000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.503351196e+07 +3.503345847e+07 +3.503345847e+07 -1.7446e+00 -1.3009e+00 -8.2239e-02 +1.2714e+00 -4.4092e-01
3 0 +7.732511007e+06 +7.732457517e+06 +7.732457517e+06 -1.3258e+00 -1.8184e-01 -1.3835e+00 +3.7390e-01 -2.3580e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.172700000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.389255751e+07 +1.389267478e+07 +1.389267478e+07 +1.2552e+00 -1.6547e+00 -1.5562e+00 +7.9206e-01 +4.9832e-02
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.789000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.674098847e+07 +5.674106636e+07 +5.674106636e+07 -1.1730e+00 +6.2346e-01 -1.3750e+00 -2.2992e+00 +1.4196e+00
2 0 +9.095195572e+06 +9.095273462e+06 +9.095273462e+06 -3.3306e-01 +3.4606e-02 +1.8607e+00 +9.2231e-01 -7.6619e-01
