%
% index = 730, name = bbob_f002_i02_d03__bbob_f021_i04_d03
% instance = 1, reference value = 9.730172470575120e-01
% function evaluation | indicator value | target hit
1	3.726037531338818e+03	3.801893963205613e+03
2	8.813703004814010e+02	8.912509381337459e+02
3	2.710042260649328e+02	2.754228703338166e+02
4	2.931237874020556e+01	2.951209226666386e+01
7	2.931237874020556e+01	2.951209226666386e+01
%
% index = 731, name = bbob_f002_i03_d03__bbob_f021_i05_d03
% instance = 2, reference value = 9.861109433850110e-01
% function evaluation | indicator value | target hit
1	1.151834144275884e+03	1.174897554939529e+03
2	1.521439235797460e+02	1.548816618912481e+02
7	1.521439235797460e+02	1.548816618912481e+02
%
% index = 732, name = bbob_f002_i07_d03__bbob_f021_i08_d03
% instance = 3, reference value = 9.575873654016400e-01
% function evaluation | indicator value | target hit
1	1.724991071925745e+03	1.737800828749376e+03
2	4.637694972511761e+02	4.677351412871981e+02
4	2.729215194362245e+02	2.754228703338166e+02
5	1.164969242639816e+02	1.174897554939529e+02
7	1.164969242639816e+02	1.174897554939529e+02
%
% index = 733, name = bbob_f002_i09_d03__bbob_f021_i10_d03
% instance = 4, reference value = 9.963810115038810e-01
% function evaluation | indicator value | target hit
1	3.730850477318450e+04	3.801893963205613e+04
2	4.217278597796124e+02	4.265795188015925e+02
7	4.217278597796124e+02	4.265795188015925e+02
%
% index = 734, name = bbob_f002_i11_d03__bbob_f021_i12_d03
% instance = 5, reference value = 9.593618592579140e-01
% function evaluation | indicator value | target hit
1	1.252920604637294e+03	1.258925411794168e+03
2	3.503984952769245e+02	3.548133892335753e+02
4	2.699350510600565e+02	2.754228703338166e+02
5	1.478869042010320e+02	1.479108388168207e+02
7	1.478869042010320e+02	1.479108388168207e+02
%
% index = 735, name = bbob_f002_i13_d03__bbob_f021_i14_d03
% instance = 6, reference value = 9.917950278160230e-01
% function evaluation | indicator value | target hit
1	6.115440635803525e+03	6.165950018614823e+03
2	1.346357336216460e+03	1.348962882591653e+03
3	2.844370169359638e+02	2.884031503126606e+02
6	1.726594012316828e+02	1.737800828749376e+02
7	1.726594012316828e+02	1.737800828749376e+02
%
% index = 736, name = bbob_f002_i15_d03__bbob_f021_i16_d03
% instance = 7, reference value = 9.766979114153460e-01
% function evaluation | indicator value | target hit
1	1.793681548286344e+03	1.819700858609983e+03
2	2.371942537747538e+02	2.398832919019490e+02
6	1.146771794652412e+02	1.148153621496883e+02
7	1.146771794652412e+02	1.148153621496883e+02
%
% index = 737, name = bbob_f002_i17_d03__bbob_f021_i18_d03
% instance = 8, reference value = 9.588519581239350e-01
% function evaluation | indicator value | target hit
1	2.111267640574780e+03	2.137962089502233e+03
2	1.365958426555552e+02	1.380384264602885e+02
7	1.365958426555552e+02	1.380384264602885e+02
%
% index = 738, name = bbob_f002_i19_d03__bbob_f021_i21_d03
% instance = 9, reference value = 9.683483281887550e-01
% function evaluation | indicator value | target hit
1	1.538932272588393e+03	1.548816618912481e+03
2	6.776694571915192e+02	6.918309709189363e+02
3	4.219638905129150e+02	4.265795188015925e+02
7	4.219638905129150e+02	4.265795188015925e+02
%
% index = 739, name = bbob_f002_i21_d03__bbob_f021_i22_d03
% instance = 10, reference value = 9.805785502596081e-01
% function evaluation | indicator value | target hit
1	9.317057161171577e+02	9.332543007969915e+02
2	1.722886091475286e+02	1.737800828749376e+02
4	7.560922794893415e+01	7.585775750291836e+01
7	7.560922794893415e+01	7.585775750291836e+01
